"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000196497",11.0359435384285,-0.97119331605811,0.53423745862194,-1.81790569040833,0.0690785484414583,0.111179491373272,"IPO4","79711","importin 4"
"ENSG00000023228",2036.05677393684,-0.0941100169564961,0.0517719052277337,-1.81778160456962,0.0690975193079382,0.11119749501967,"NDUFS1","4719","NADH:ubiquinone oxidoreductase core subunit S1"
"ENSG00000133065",845.682157597628,-0.124333803253373,0.0684437957358206,-1.81658252463491,0.0692810612627499,0.111474842528841,"SLC41A1","254428","solute carrier family 41 member 1"
"ENSG00000100911",764.193355570512,-0.130257118473724,0.0717056228614891,-1.81655375514047,0.0692854698943609,0.111474842528841,"PSME2","5721","proteasome activator subunit 2"
"ENSG00000102471",945.815186534682,0.119749615417712,0.0659326371273004,1.81624185889159,0.0693332796043584,0.11153920102136,"NDFIP2","54602","Nedd4 family interacting protein 2"
"ENSG00000084070",1039.78354996242,-0.12626473451499,0.0695298486549342,-1.8159788487621,0.0693736167507837,0.111591524962634,"SMAP2","64744","small ArfGAP2"
"ENSG00000130811",1833.20806297213,-0.0989419194277854,0.0544886764724779,-1.81582533900893,0.0693971690287772,0.11161684071693,"EIF3G","8666","eukaryotic translation initiation factor 3 subunit G"
"ENSG00000129187",1524.84683795207,-0.107631055935626,0.0592760656062872,-1.81575910672806,0.0694073327630385,0.111620619363571,"DCTD","1635","dCMP deaminase"
"ENSG00000165078",5.15724570879912,-1.4436107254091,0.795097471098764,-1.8156399408668,0.0694256225457678,0.111637463969802,"CPA6","57094","carboxypeptidase A6"
"ENSG00000144645",224.113176734846,0.219050717064796,0.120754098904741,1.81402303567018,0.0696741793630755,0.112024536022306,"OSBPL10","114884","oxysterol binding protein like 10"
"ENSG00000106123",8.59128539437065,1.12821297080635,0.621978971573533,1.81390854412989,0.0696918071003242,0.112040267036695,"EPHB6","2051","EPH receptor B6"
"ENSG00000158711",815.527970734817,-0.136460108852793,0.0752413534042469,-1.81363176868495,0.0697344360705274,0.112096183303108,"ELK4","2005","ETS transcription factor ELK4"
"ENSG00000104613",767.117916112416,0.130187031013861,0.0717917844531077,1.81339734073465,0.0697705594188782,0.112141630554659,"INTS10","55174","integrator complex subunit 10"
"ENSG00000079313",539.163903863281,-0.151039504509097,0.083351627540993,-1.81207624811902,0.0699744158308162,0.112456633182648,"REXO1","57455","RNA exonuclease 1 homolog"
"ENSG00000197976",537.879065483869,0.146937997051803,0.0811104491674283,1.81157913141984,0.0700512518621325,0.112567452086703,"AKAP17A","8227","A-kinase anchoring protein 17A"
"ENSG00000166206",9.99934198258283,1.03589750040228,0.57254739621584,1.80927816150922,0.070407799986208,0.113127673228683,"GABRB3","2562","gamma-aminobutyric acid type A receptor subunit beta3"
"ENSG00000116406",1765.50456901454,0.099029405566211,0.0547512594661115,1.80871465847293,0.0704953445000353,0.113255595640367,"EDEM3","80267","ER degradation enhancing alpha-mannosidase like protein 3"
"ENSG00000149084",1232.55830400128,0.108909789637267,0.0602285329889527,1.80827564996882,0.070563609697901,0.113352519222314,"HSD17B12","51144","hydroxysteroid 17-beta dehydrogenase 12"
"ENSG00000146085",483.696038306211,0.155728430497316,0.0861413554804032,1.80782423992322,0.0706338598507043,0.113450869955543,"MMUT","4594","methylmalonyl-CoA mutase"
"ENSG00000101361",1485.02731076948,-0.105551989159337,0.0583876238134276,-1.8077801812353,0.0706407195032624,0.113450869955543,"NOP56","10528","NOP56 ribonucleoprotein"
"ENSG00000188542",32.8787940163055,0.552774350910007,0.305918532887021,1.80693319130866,0.0707726966030392,0.113650050396606,"DUSP28","285193","dual specificity phosphatase 28"
"ENSG00000109814",1685.05008580808,0.102069364767417,0.0564981627256218,1.80659617664219,0.0708252660868933,0.113720505501079,"UGDH","7358","UDP-glucose 6-dehydrogenase"
"ENSG00000168490",10.1174507534708,-1.0520417941424,0.582348607234794,-1.8065498587485,0.0708324935202397,0.113720505501079,"PHYHIP","9796","phytanoyl-CoA 2-hydroxylase interacting protein"
"ENSG00000141447",940.819751225833,0.11842007141364,0.0656058167214517,1.80502396481742,0.0710709320124867,0.114090491443736,"OSBPL1A","114876","oxysterol binding protein like 1A"
"ENSG00000103495",523.264933775944,0.150910384086273,0.083686898567556,1.80327371033413,0.0713452392811332,0.114517968074133,"MAZ","4150","MYC associated zinc finger protein"
"ENSG00000029993",527.510945140496,-0.163301003734223,0.0905832792195089,-1.80277204734992,0.0714240218266069,0.114631542446208,"HMGB3","3149","high mobility group box 3"
"ENSG00000102053",15.6337159262455,-0.815016449555051,0.452117653394675,-1.80266451317614,0.0714409185672518,0.114645779217461,"ZC3H12B","340554","zinc finger CCCH-type containing 12B"
"ENSG00000105254",1034.51367875788,-0.122149605958599,0.0677857251015872,-1.80199600691058,0.0715460338075694,0.11479224895405,"TBCB","1155","tubulin folding cofactor B"
"ENSG00000168646",10.9582698576351,-0.954307574614237,0.529587787785645,-1.80198183686309,0.071548263262245,0.11479224895405,"AXIN2","8313","axin 2"
"ENSG00000130363",215.068304609338,0.22166628764657,0.123020917203218,1.80185851874605,0.0715676680110365,0.114807247192915,"RSPH3","83861","radial spoke head 3"
"ENSG00000073150",94.7238623589408,0.328351993334332,0.182233487697698,1.80182027728639,0.0715736863800695,0.114807247192915,"PANX2","56666","pannexin 2"
"ENSG00000120341",1.49279004151183,-3.01230235854881,1.67206054116506,-1.80155101109551,0.0716160747284187,0.114862341277873,"SEC16B","89866","SEC16 homolog B, endoplasmic reticulum export factor"
"ENSG00000162378",1018.66159698623,-0.117159779087159,0.0650418525958219,-1.80129830887819,0.07165587425588,0.114906875825135,"ZYG11B","79699","zyg-11 family member B, cell cycle regulator"
"ENSG00000165995",13.7010154096625,0.880822163205682,0.488999934257603,1.80127255956167,0.071659930681203,0.114906875825135,"CACNB2","783","calcium voltage-gated channel auxiliary subunit beta 2"
"ENSG00000103351",173.304534917294,0.249956274947144,0.138782671312249,1.80106257203224,0.0716930181457723,0.11493960799826,"CLUAP1","23059","clusterin associated protein 1"
"ENSG00000130023",125.268725790821,-0.281964470812801,0.156556397013958,-1.80104087849992,0.0716964370809646,0.11493960799826,"ERMARD","55780","ER membrane associated RNA degradation"
"ENSG00000197054",11.5657046669857,0.933891311052021,0.518723568352627,1.80036414003299,0.071803159240043,0.115097781010523,"ZNF763","284390","zinc finger protein 763"
"ENSG00000185963",1394.13446252494,-0.101972941519132,0.0566673627601075,-1.79950039233022,0.0719395619142773,0.115303489944293,"BICD2","23299","BICD cargo adaptor 2"
"ENSG00000065154",1848.39346649271,-0.108323092393075,0.0602000689745754,-1.79938485517058,0.0719578235778763,0.115319819587836,"OAT","4942","ornithine aminotransferase"
"ENSG00000104722",41.2042313705397,0.531405438150372,0.295417568375378,1.79882815051518,0.0720458688756622,0.115447968478793,"NEFM","4741","neurofilament medium chain"
"ENSG00000165678",2598.70668780382,0.0832875957078211,0.0463143661706388,1.79831017013079,0.0721278689811477,0.115566402751174,"GHITM","27069","growth hormone inducible transmembrane protein"
"ENSG00000159079",117.798202474743,0.303032580847661,0.16864785302886,1.7968362798891,0.0723616148995795,0.115927916916285,"CFAP298","56683","cilia and flagella associated protein 298"
"ENSG00000221890",333.330175045938,0.183213660920547,0.102026874856864,1.79573922241157,0.072536000818947,0.11619426216192,"NPTXR","23467","neuronal pentraxin receptor"
"ENSG00000124333",1135.66285778849,-0.117715892633402,0.0655710038410592,-1.7952431065222,0.0726149752353233,0.11630167131805,"VAMP7","6845","vesicle associated membrane protein 7"
"ENSG00000171681",906.521055354286,0.125512151052548,0.0699148016778569,1.79521572028288,0.0726193367744111,0.11630167131805,"ATF7IP","55729","activating transcription factor 7 interacting protein"
"ENSG00000167770",1160.83545216685,0.108953958969431,0.0607051845473434,1.7948048388595,0.0726847995962761,0.116393461595651,"OTUB1","55611","OTU deubiquitinase, ubiquitin aldehyde binding 1"
"ENSG00000204392",225.925114238232,-0.212017594825775,0.118191091632357,-1.7938542735968,0.0728364315570073,0.116623202371964,"LSM2","57819","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000167701",6.10358243119552,1.4301883180749,0.797414039570385,1.7935329039923,0.0728877542076806,0.116692297814673,"GPT","2875","glutamic--pyruvic transaminase"
"ENSG00000172086",395.169568421018,-0.170209492079487,0.0949296234783958,-1.79300713352375,0.0729717834397142,0.11681373469157,"KRCC1","51315","lysine rich coiled-coil 1"
"ENSG00000179943",179.1796524229,0.241650478003099,0.134778426715813,1.7929462740549,0.0729815151858058,0.116816221751911,"FIZ1","84922","FLT3 interacting zinc finger 1"
"ENSG00000143156",236.756657200845,0.211432832006285,0.117958807235341,1.79242938244071,0.0730642116673254,0.116935484532894,"NME7","29922","NME/NM23 family member 7"
"ENSG00000187010",4.83404680631242,1.52048381544079,0.84831222173192,1.79236344412975,0.0730747665210107,0.116939274589527,"RHD","6007","Rh blood group D antigen"
"ENSG00000203814",13.4365586460823,0.866923276663917,0.483867286035305,1.79165507089203,0.0731882356979025,0.117107735936915,"H2BC18","440689","H2B clustered histone 18"
"ENSG00000161133",5.98546194184781,1.39270734523334,0.77755860364891,1.79112846118309,0.0732726828675097,0.117229726935429,"USP41P","373856","ubiquitin specific peptidase 41, pseudogene"
"ENSG00000116774",884.559643064289,-0.121040129629373,0.0675825865537499,-1.79099581418222,0.0732939667124075,0.117250646267222,"OLFML3","56944","olfactomedin like 3"
"ENSG00000186132",53.8485417848401,-0.444120768923155,0.248046826025863,-1.79047148491571,0.0733781473577045,0.117372167621215,"C2orf76","130355","chromosome 2 open reading frame 76"
"ENSG00000118596",313.862764910114,-0.200350132209929,0.111910826156143,-1.79026586695367,0.0734111807371021,0.117411858207229,"SLC16A7","9194","solute carrier family 16 member 7"
"ENSG00000161204",878.68915024693,0.119087480152877,0.0665469001529229,1.78952708359394,0.0735299697271262,0.117588679756188,"ABCF3","55324","ATP binding cassette subfamily F member 3"
"ENSG00000159214",29.1480413725851,-0.580970202276876,0.32467577015944,-1.78938576781254,0.0735527097949318,0.117598813725054,"CCDC24","149473","coiled-coil domain containing 24"
"ENSG00000162891",1.62012840299854,2.93647987143985,1.64105502751261,1.78938537843594,0.0735527724600695,0.117598813725054,"IL20","50604","interleukin 20"
"ENSG00000111058",28.3262901846973,-0.602114713022967,0.336672688359912,-1.78842755542823,0.0737070539154672,0.117825032961514,"ACSS3","79611","acyl-CoA synthetase short chain family member 3"
"ENSG00000141068",549.495007858744,-0.147727011572831,0.082602680756727,-1.78840456773917,0.0737107599092754,0.117825032961514,"KSR1","8844","kinase suppressor of ras 1"
"ENSG00000168000",29.8139665581133,0.577239818864189,0.32278456190794,1.78831297089364,0.0737255283413954,0.117835453376803,"BSCL2","26580","BSCL2 lipid droplet biogenesis associated, seipin"
"ENSG00000177225",872.680515815919,-0.122203417345282,0.0683806002379072,-1.7871065319713,0.073920271968898,0.118123179931335,"GATD1","347862","glutamine amidotransferase class 1 domain containing 1"
"ENSG00000048544",816.746291769495,0.133049921011201,0.0744503784888707,1.78709529369404,0.0739220880289979,0.118123179931335,"MRPS10","55173","mitochondrial ribosomal protein S10"
"ENSG00000244607",2.74928820540577,2.17567882018094,1.21782708307993,1.78652523860659,0.0740142544820181,0.118257227183573,"CCDC13","152206","coiled-coil domain containing 13"
"ENSG00000105696",180.978394976824,0.23860655348128,0.133580974993386,1.78623156099208,0.0740617728997689,0.118319915456918,"TMEM59L","25789","transmembrane protein 59 like"
"ENSG00000095787",1712.30470007217,-0.095330518292745,0.0533793730268924,-1.7859055452884,0.074114552975705,0.118390994710911,"WAC","51322","WW domain containing adaptor with coiled-coil"
"ENSG00000131398",8.10398127015964,1.16424078922358,0.652047694447155,1.78551477006708,0.074177857752608,0.118478868404143,"KCNC3","3748","potassium voltage-gated channel subfamily C member 3"
"ENSG00000176225",296.177399470291,0.198460725499191,0.111173137466032,1.78514999236961,0.0742369908578395,0.118560060086469,"RTTN","25914","rotatin"
"ENSG00000007047",1033.64652905546,0.116636185991825,0.0653957319286941,1.78354431630189,0.0744977407476334,0.118963189361565,"MARK4","57787","microtubule affinity regulating kinase 4"
"ENSG00000114450",1248.84380239668,-0.112853766126022,0.0632833544679501,-1.7833088507212,0.0745360414491207,0.119004804554267,"GNB4","59345","G protein subunit beta 4"
"ENSG00000230124",487.505956967238,-0.152444802473104,0.085485543394635,-1.78328166868354,0.0745404638999596,0.119004804554267,"ACBD6","84320","acyl-CoA binding domain containing 6"
"ENSG00000144559",113.570202281121,-0.302175822234328,0.169493538985649,-1.78281617129909,0.074616232459089,0.119108452454611,"TAMM41","132001","TAM41 mitochondrial translocator assembly and maintenance homolog"
"ENSG00000164916",1606.22754325629,0.102904777490592,0.0577215114446875,1.78278036931174,0.0746220625186445,0.119108452454611,"FOXK1","221937","forkhead box K1"
"ENSG00000123405",2.56804859668939,-2.2034378217674,1.23737498151238,-1.78073571446729,0.0749556357549134,0.119627519678568,"NFE2","4778","nuclear factor, erythroid 2"
"ENSG00000186862",6.64086370466768,-1.24711573261696,0.700384074035909,-1.78061691984307,0.0749750537599555,0.11964345645863,"PDZD7","79955","PDZ domain containing 7"
"ENSG00000137218",31.57014483929,0.564942338482852,0.317281352312951,1.78057214634417,0.0749823734400489,0.11964345645863,"FRS3","10817","fibroblast growth factor receptor substrate 3"
"ENSG00000132323",278.234935842766,-0.198371088676271,0.111417039398647,-1.78043762199159,0.0750043693180107,0.119656321989037,"ILKAP","80895","ILK associated serine/threonine phosphatase"
"ENSG00000173898",46.807693541051,0.462682096082598,0.259872389453935,1.78042037114764,0.0750071903591319,0.119656321989037,"SPTBN2","6712","spectrin beta, non-erythrocytic 2"
"ENSG00000170899",230.025143051895,-0.211251000726331,0.118705886467524,-1.77961689190642,0.0751386798447036,0.119852697141457,"GSTA4","2941","glutathione S-transferase alpha 4"
"ENSG00000185989",1898.04532666903,0.0991230485089807,0.0557194217622789,1.77896764492422,0.0752450666330552,0.120008991936865,"RASA3","22821","RAS p21 protein activator 3"
"ENSG00000197766",5.09419420735997,-1.4285296778308,0.803464869469206,-1.77796159124484,0.0754101633141192,0.120258878282782,"CFD","1675","complement factor D"
"ENSG00000105607",181.556401164726,-0.238566858566091,0.134257746648802,-1.77693179366511,0.0755794625723751,0.120515410067404,"GCDH","2639","glutaryl-CoA dehydrogenase"
"ENSG00000156709",565.163916168533,-0.142782077376041,0.0803716924333523,-1.77652197002622,0.0756469240257875,0.120609516997918,"AIFM1","9131","apoptosis inducing factor mitochondria associated 1"
"ENSG00000163743",243.404878111003,-0.220830394900458,0.12433594939881,-1.77607840667337,0.075719994773932,0.12071254524005,"RCHY1","25898","ring finger and CHY zinc finger domain containing 1"
"ENSG00000001497",453.108931714444,-0.164753939061215,0.0927948735587011,-1.77546380250191,0.0758213372476922,0.120854626532339,"LAS1L","81887","LAS1 like ribosome biogenesis factor"
"ENSG00000187987",23.0730637801576,0.644157195836176,0.362816486531061,1.77543529511311,0.0758260405336619,0.120854626532339,"ZSCAN23","222696","zinc finger and SCAN domain containing 23"
"ENSG00000179912",321.728247994579,-0.182442813782553,0.10279732313618,-1.774781757117,0.0759339296738017,0.121013081720471,"R3HDM2","22864","R3H domain containing 2"
"ENSG00000170049",22.6289053053383,-0.655734200981197,0.36953202090725,-1.77449899841232,0.0759806476172835,0.121074026167479,"KCNAB3","9196","potassium voltage-gated channel subfamily A regulatory beta subunit 3"
"ENSG00000064199",52.6355720798828,-0.429885149111584,0.242302654663347,-1.77416607221601,0.07603568438782,0.121146716274214,"SPA17","53340","sperm autoantigenic protein 17"
"ENSG00000130475",3.49812935636668,-1.78218630856779,1.00454639311364,-1.77412045952783,0.0760432272552926,0.121146716274214,"FCHO1","23149","FCH and mu domain containing endocytic adaptor 1"
"ENSG00000180423",64.6096014544651,0.403772699763714,0.227726549076387,1.77305940568341,0.0762188636659253,0.121412986350405,"HARBI1","283254","harbinger transposase derived 1"
"ENSG00000134343",3.47045534638858,-1.81394636999858,1.02319590649979,-1.77282410775453,0.0762578573587116,0.12146155603388,"ANO3","63982","anoctamin 3"
"ENSG00000221983",4539.36489844367,-0.0762023362644031,0.0429891908587778,-1.77259294120544,0.076296182240419,0.121509049740455,"UBA52","7311","ubiquitin A-52 residue ribosomal protein fusion product 1"
"ENSG00000166477",499.96921843557,0.165800736543046,0.0935703324698416,1.77193702498049,0.0764050114942613,0.121668805371687,"LEO1","123169","LEO1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000156453",40.5560207536886,0.493432063251386,0.278566867418561,1.77132358856583,0.0765069070498798,0.121817485263681,"PCDH1","5097","protocadherin 1"
"ENSG00000165424",1377.18040292903,-0.105078196620051,0.0593425633240534,-1.77070538807446,0.0766097060212652,0.121967570308488,"ZCCHC24","219654","zinc finger CCHC-type containing 24"
"ENSG00000188747",1.63514106835987,2.92022927273391,1.6493646679015,1.7705176602633,0.0766409450791283,0.122003706621004,"NOXA1","10811","NADPH oxidase activator 1"
"ENSG00000162814",6.50323534821546,1.25762148036292,0.710509894795144,1.77002669431581,0.0767226939215704,0.122120231777993,"SPATA17","128153","spermatogenesis associated 17"
"ENSG00000007168",3069.80478424418,-0.0875651263008547,0.0494775960422882,-1.76979346826013,0.0767615523881701,0.122168469561295,"PAFAH1B1","5048","platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"ENSG00000152467",1.60307350368148,2.88027693200505,1.62780820997,1.76942032505054,0.0768237562236333,0.122253847359445,"ZSCAN1","284312","zinc finger and SCAN domain containing 1"
"ENSG00000132300",635.121133648213,-0.136370778186935,0.0770934426620894,-1.7689024316201,0.0769101583398024,0.122377709894813,"PTCD3","55037","pentatricopeptide repeat domain 3"
"ENSG00000114491",360.168578677492,-0.169840274092144,0.0960320437995059,-1.76857918849185,0.0769641263457845,0.122449942161192,"UMPS","7372","uridine monophosphate synthetase"
"ENSG00000068878",2826.04686697827,0.0844466054051968,0.047755855390509,1.76829845711401,0.0770110217172305,0.122510907028502,"PSME4","23198","proteasome activator subunit 4"
"ENSG00000165689",529.481750399213,0.146887341932399,0.083077611174564,1.76807373076432,0.0770485783897307,0.12255700375489,"ENTR1","10807","endosome associated trafficking regulator 1"
"ENSG00000163803",15.4383025013265,-0.799998038856582,0.45251810679524,-1.76788072530891,0.0770808457230493,0.122594677687121,"PLB1","151056","phospholipase B1"
"ENSG00000160963",1.5999440433807,2.87682986114185,1.62804728875513,1.76704318173804,0.077220996821901,0.122803909886889,"COL26A1","136227","collagen type XXVI alpha 1 chain"
"ENSG00000171357",6.18397094547653,-1.30902372139479,0.74090476892989,-1.7667907891664,0.0772632718489908,0.122857461325947,"LURAP1","541468","leucine rich adaptor protein 1"
"ENSG00000164694",29.7665739313851,0.573512858632959,0.324696532459908,1.76630422963871,0.0773448223824056,0.122973446450388,"FNDC1","84624","fibronectin type III domain containing 1"
"ENSG00000149639",1631.39612903562,-0.105673686034406,0.059833585711434,-1.76612657887578,0.0773746152743601,0.123007123492372,"MTCL2","140710","microtubule crosslinking factor 2"
"ENSG00000165533",466.238646139094,-0.154486761350086,0.08751016776833,-1.76535784686262,0.0775036431330235,0.123198535334087,"TTC8","123016","tetratricopeptide repeat domain 8"
"ENSG00000067606",34.0074868626391,0.561359274944316,0.318182919166875,1.76426590218661,0.0776872218899006,0.123476608153482,"PRKCZ","5590","protein kinase C zeta"
"ENSG00000171453",247.382714595088,0.202866185914705,0.115011814192266,1.7638725842162,0.0777534335699593,0.123568095806998,"POLR1C","9533","RNA polymerase I and III subunit C"
"ENSG00000136319",307.390852824675,-0.190804782350107,0.108206964062898,-1.76333181512417,0.0778445423961766,0.123699125996995,"TTC5","91875","tetratricopeptide repeat domain 5"
"ENSG00000143217",2.34116883898112,2.48063096873206,1.4069425954857,1.76313587824506,0.0778775753087028,0.123737851580591,"NECTIN4","81607","nectin cell adhesion molecule 4"
"ENSG00000155189",302.204770283348,-0.217526701617039,0.123408383746794,-1.76265740635057,0.0779582886478159,0.12385231843459,"AGPAT5","55326","1-acylglycerol-3-phosphate O-acyltransferase 5"
"ENSG00000088992",2.33474793343179,2.51678715136775,1.42891881816667,1.76132270033146,0.0781838000373801,0.124196774881443,"TESC","54997","tescalcin"
"ENSG00000054277",160.537674765529,0.253446376771949,0.143923168533614,1.76098385933433,0.0782411349183949,0.124274032155493,"OPN3","23596","opsin 3"
"ENSG00000125733",746.911892801152,-0.127612403613919,0.0725479127075595,-1.75900861721996,0.0785760449282203,0.124792108711886,"TRIP10","9322","thyroid hormone receptor interactor 10"
"ENSG00000075413",1692.97830435356,0.0948656961588742,0.053934931916037,1.75889155300235,0.0785959301851688,0.124809812869922,"MARK3","4140","microtubule affinity regulating kinase 3"
"ENSG00000174514",5.23369612490494,1.43695341226983,0.817046986346453,1.75871576088345,0.0786257990208677,0.124843365186091,"MFSD4A","148808","major facilitator superfamily domain containing 4A"
"ENSG00000181790",1.56239569765697,2.8970060432914,1.64783353269488,1.75806960218464,0.0787356672147522,0.125003920250697,"ADGRB1","575","adhesion G protein-coupled receptor B1"
"ENSG00000072682",2948.74008317645,-0.0958526799628937,0.0545248025567933,-1.75796473289478,0.0787535102131352,0.125018352954481,"P4HA2","8974","prolyl 4-hydroxylase subunit alpha 2"
"ENSG00000136504",563.85289457916,-0.141664435755384,0.0806088829776436,-1.75742958495869,0.0788446142618458,0.125149068798334,"KAT7","11143","lysine acetyltransferase 7"
"ENSG00000185829",14.1106659538662,0.851476556836393,0.484539461814905,1.75729042511229,0.0788683189964837,0.125159718793829,"ARL17A","51326","ADP ribosylation factor like GTPase 17A"
"ENSG00000107020",124.134881235865,-0.277555570836266,0.157945469671102,-1.75728731830191,0.0788688482822218,0.125159718793829,"PLGRKT","55848","plasminogen receptor with a C-terminal lysine"
"ENSG00000157152",3.89595879970523,-1.692417909927,0.963189102738358,-1.75709827396866,0.0789010598921413,0.125196927293862,"SYN2","6854","synapsin II"
"ENSG00000163823",1.54002200224233,2.88024853375473,1.63951567231979,1.75676791773474,0.0789573755873342,0.125272370641951,"CCR1","1230","C-C motif chemokine receptor 1"
"ENSG00000092208",58.2789512963801,-0.403275979210061,0.22964446625691,-1.75608838211196,0.0790733185561147,0.125442390299372,"GEMIN2","8487","gem nuclear organelle associated protein 2"
"ENSG00000109705",3.8067611636943,1.70501445827517,0.971187385161428,1.75559782213581,0.0791571043706616,0.125561363556972,"NKX3-2","579","NK3 homeobox 2"
"ENSG00000177380",32.9683442581041,0.555299889640649,0.3165396701954,1.75428213878489,0.0793821747382135,0.125891060256722,"PPFIA3","8541","PTPRF interacting protein alpha 3"
"ENSG00000108312",1279.79784907623,-0.109780669258165,0.0625787694518903,-1.75427976963597,0.0793825804909195,0.125891060256722,"UBTF","7343","upstream binding transcription factor"
"ENSG00000162976",156.605132442645,-0.24859621515385,0.141732893267698,-1.75397686043361,0.0794344721819142,0.125959369521144,"SLC66A3","130814","solute carrier family 66 member 3"
"ENSG00000130649",9.70879791833921,1.10402012401432,0.62946510749061,1.75390202074193,0.0794472972955163,0.125965722562899,"CYP2E1","1571","cytochrome P450 family 2 subfamily E member 1"
"ENSG00000130338",513.167331770447,-0.146457389060067,0.0835132541357746,-1.75370233833732,0.0794815246696019,0.126006004259777,"TULP4","56995","TUB like protein 4"
"ENSG00000172058",2.25793297792412,2.43644463825354,1.38944537386332,1.75353755108707,0.0795097797264196,0.126033074487225,"SERF1A","8293","small EDRK-rich factor 1A"
"ENSG00000048342",415.336079725501,-0.166431641879956,0.0949139759897982,-1.75349984177088,0.0795162466591201,0.126033074487225,"CC2D2A","57545","coiled-coil and C2 domain containing 2A"
"ENSG00000141219",291.256769749407,-0.198288985700592,0.113146226079787,-1.75250198412067,0.0796875289919293,0.126290543006848,"C17orf80","55028","chromosome 17 open reading frame 80"
"ENSG00000117000",424.326234939656,0.160624453249472,0.0916823090322412,1.75196779994913,0.0797793449193199,0.126422028270198,"RLF","6018","RLF zinc finger"
"ENSG00000139970",17.5765365872717,-0.72950548666397,0.416796400542009,-1.7502682022093,0.0800720450521855,0.126871779426003,"RTN1","6252","reticulon 1"
"ENSG00000273820",64.4500010202197,0.382022003808776,0.218314383615819,1.7498709772648,0.0801405797125149,0.12696628666965,"USP27X","389856","ubiquitin specific peptidase 27 X-linked"
"ENSG00000051128",685.563565336456,0.129605801904606,0.0740725382128554,1.74971460451605,0.0801675723411745,0.126994965434328,"HOMER3","9454","homer scaffold protein 3"
"ENSG00000111231",240.701861155579,0.206758349604666,0.118191292640235,1.74935348438926,0.0802299361198175,0.127079663732033,"GPN3","51184","GPN-loop GTPase 3"
"ENSG00000177479",1149.10184129274,0.11218984029724,0.0641851103049113,1.7479106877636,0.080479493869458,0.12746081499405,"ARIH2","10425","ariadne RBR E3 ubiquitin protein ligase 2"
"ENSG00000173226",200.954315791481,-0.220154127542821,0.126008878452052,-1.74713187076412,0.0806144661583051,0.127647606123935,"IQCB1","9657","IQ motif containing B1"
"ENSG00000138709",306.199789586975,-0.183033338658021,0.104762468174508,-1.74712701836247,0.0806153076760026,0.127647606123935,"LARP1B","55132","La ribonucleoprotein 1B"
"ENSG00000110536",95.0400831370547,0.31900431852281,0.182599865014674,1.7470128934497,0.0806351016096168,0.127664796208354,"PTPMT1","114971","protein tyrosine phosphatase mitochondrial 1"
"ENSG00000171428",51.9642383242394,-0.433079622824111,0.247958033334598,-1.74658435945775,0.0807094621927644,0.127768365062778,"NAT1","9","N-acetyltransferase 1"
"ENSG00000131931",196.499854577889,0.22478052691975,0.128734539694769,1.74607783934837,0.0807974269756951,0.127893444915872,"THAP1","55145","THAP domain containing 1"
"ENSG00000100490",12.1077519733094,-0.913749175050933,0.523437915916181,-1.74566867868482,0.080868540664182,0.127991826575864,"CDKL1","8814","cyclin dependent kinase like 1"
"ENSG00000204590",1318.8041904638,0.10075271760389,0.0577375034600572,1.74501340664288,0.0809825353107045,0.128158047238877,"GNL1","2794","G protein nucleolar 1 (putative)"
"ENSG00000168280",8.11124932778767,1.09644153310952,0.628404002170993,1.74480354886596,0.0810190708659141,0.128201662595405,"KIF5C","3800","kinesin family member 5C"
"ENSG00000140025",47.2377433915717,-0.445181846455959,0.25515590751142,-1.74474442233337,0.0810293670184464,0.12820375260207,"EFCAB11","90141","EF-hand calcium binding domain 11"
"ENSG00000140650",297.722082524694,-0.196905011723436,0.11291563745242,-1.74382411653485,0.0811897638461208,0.128430385540703,"PMM2","5373","phosphomannomutase 2"
"ENSG00000185359",1554.64824255026,-0.098304873875317,0.0563733118554123,-1.74381938260877,0.0811905895710269,0.128430385540703,"HGS","9146","hepatocyte growth factor-regulated tyrosine kinase substrate"
"ENSG00000165474",9.17201373132474,1.03512567535389,0.593630735327294,1.74371981393986,0.081207958622789,0.128443636470814,"GJB2","2706","gap junction protein beta 2"
"ENSG00000172771",4.38026171598827,1.60347114182881,0.919904098496965,1.74308511555577,0.0813187481782316,0.128604627876202,"EFCAB12","90288","EF-hand calcium binding domain 12"
"ENSG00000108352",39.5750671074774,-0.48652898560536,0.279230936747417,-1.74238926127823,0.0814403537150538,0.128782687087992,"RAPGEFL1","51195","Rap guanine nucleotide exchange factor like 1"
"ENSG00000100767",17.9908706269578,0.73166619279439,0.419971469372547,1.74218071024569,0.0814768282351375,0.128826103000963,"PAPLN","89932","papilin, proteoglycan like sulfated glycoprotein"
"ENSG00000167700",152.023524224456,0.24985158104875,0.143479397065287,1.74137601745748,0.081617689200531,0.12903454040292,"MFSD3","113655","major facilitator superfamily domain containing 3"
"ENSG00000213246",589.664697951193,0.140621407246853,0.0807739378204512,1.74092548959832,0.0816966400584266,0.129145064917504,"SUPT4H1","6827","SPT4 homolog, DSIF elongation factor subunit"
